Id,Date,Location,Text
94,2030,Mexico,"han allanado el camino para invertir en educación técnica y crear programas que permitan el intercambio de alumnos con los diferentes países miembro han estandarizado los créditos universitarios, facilitado los intercambios de alumnos con exenciones de visados y han creado un programa integrado de ayuda financiera"
95,2030,Mexico," Brasil y México son los más activos en las redes sociales debido al uso del smartphone, que ha experimentado un aumento del 500% en los últimos cinco años. "
96,2030,Mexico,"En 2030, una de las tendencias que merece señalarse es el crecimiento tanto de las megaciudades como de las ciudades más pequeñas  la región tiene cuatro megaciudades (Buenos Aires, Ciudad de México, Río de Janeiro y Sao Paulo)."
97,2030,Mexico,La mayor parte de la región seguirá experimentando un dividendo demográfico en 2030 debido a que el ratio de trabajadores en relación con los dependientes (aquellas personas que son demasiado jóvenes o demasiado viejas para trabajar) seguirá siendo positivo
98,2030,Mexico,Una “ventana” de oportunidad demográfica favorable seguirá abierta en la década de 2030 pero se cerrará en la década de 2040.
99,2030,Mexico,"Los países de América Latina deben esforzarse para obtener beneficios durante esta ventana de oportunidad demográfica relativamente breve, de la que no se han aprovechado hasta hace muy poco."
100,2030,Mexico,"el porcentaje de personas definidas como clase media aumenta en 57 millones, para alcanzar los 345 millones hacia 2030."
101,2030,Mexico,53_% De los empleos serán impactados por la IA
102,2030,Mexico,"Los avances tecnológicos harán que nuestra forma de movernos, comunicarnos y vivir se modifiquen"
103,2030,Mexico,"En el hogar, los edificios y casas inteligentes serán más constantes, accesibles y con servicios completamente automatizados"
104,2030,Mexico,Las computadoras habrán alcanzado al cerebro humano
105,2030,Mexico,Los cristianos en México serán el 93.1% de la población
106,2030,Mexico,Los musulmanes en México serán menos del 0.1% de la población
107,2030,Mexico,"Los ""no afiliados"" a religión en México serán el 6.7% de la población"
108,2030,Mexico,"Los hindús  en México serán menos del 0,1% de la población"
109,2030,Mexico,Los budistas en México serán menos del 0.1% de la población
110,2030,Mexico,La religiosidad popular en México será menos del 0.1% de la población
111,2030,Mexico,"Las fisuras étnicas, ideológicas, nacionales y sectarias que asolan Oriente Medio, el sur de Asia y gran parte de África no amenazan a América Latina y el Caribe"
112,2030,Mexico,"Los mexicanos del 2030 seguirán esperando todo o casi todo lo esperan de su propio esfuerzo, poco o nada de la calidad política, económica o social de la nación que han construido."
113,2030,Mexico,"Los mexicanos del 2030, a falta de un sueño común o una visión solidaria que vincule los destinos individuales tenderán a poner sus sentimientos de pertenencia hacia su familia casi exclusivamente"
114,2030,Mexico,"No existirá más, si es que alguna vez existió, algo parecido a un sueño o una aspiración común, un sueño mayoritario que comparta siquiera la mitad más uno de los mexicanos"
115,2030,Mexico,Es posible que la unidad nacional esté fragmentada.
116,2030,Mexico,"La apuesta al propio esfuerzo y el refugio en la familia como mundo nuclear, dibuja, con fuertes trazos, la imagen de un ciudadano que desconfía correlativamente de sus elites dirigentes"
117,2030,Mexico,"Permanecerá el modelo de ciudadano que no reconoce en el fondo otro ethos que el del bienestar personal y familiar, ni otro derecho que el de resolver su vida con los medios a su alcance, perjudiquen éstos o no a su comunidad y a su nación."
118,2030,Mexico,"Los mexicanos encuentran consuelo y esperanza en su familia, idealizada como el refugio donde sí se encuentra apoyo"
119,2030,Mexico,La falta de compromiso con una entidad social más amplia que la familia tendrá sus efectos: se complicará asumir un sueño común más allá de la inmediatez del círculo primario
120,2030,Mexico,Es posible que la prioridad de los mexicanos siga siendo tener estabilidad y mejora en el empleo.
121,2030,Mexico,Es posible que la aspiración de los mexicanos con respecto al país se siga centrando en tener una vida política de mayor calidad
122,2030,Mexico,Los líderes del país deberán atender la satisfacción de aspiraciones individuales y de calidad de la vida cotidiana.
123,2030,Mexico,"Para fortalecer la confianza de la población con sus gobernantes hará falta superar la percepción generalizada de que en México no puede haber un ""buen gobierno"""
124,2030,Mexico,"Es posible que las principales ""figuras de confianza"" en México seguirán siendo maestros, médicos y ministros de culto"
125,2030,Mexico,"Es posible que los mexicanos permanezcan desconfiando de toda figura de autoridad política (jueces, partidos políticos, presidentes e inlcuso policías). "
126,2030,Mexico,Es probable que los niveles socioeconómicos altos sigan confiando menos en los ministros de culto. 
127,2030,Mexico,Es probable que los niveles socioeconómicos más bajos sigan confiando más en los ministros de culto. 
128,2030,Mexico,"Es posible que los personajes en los que los mexicanos sigan depositando su confianza sean los tradicionales del siglo XIX, aquellos no asociados a las elites ni políticas ni económicas modernas"
129,2030,Mexico,En los mexicanos podría permanecer la idea de que se ha arraigado en la población una mentalidad de perdedores
130,2030,Mexico,"Según los mexicanos, uno de los principales inhibidores del futuro en México es la mala calidad de la educación "
131,2030,Mexico,"Según los mexicanos, uno de los principales inhibidores del futuro en México es  la mala calidad del empleo"
132,2030,Mexico,"Según los mexicanos, uno de los principales inhibidores del futuro en México será la mala calidad del empleo"
133,2030,Mexico,"Según los mexicanos, uno de los principales inhibidores del futuro en México es el incumplimiento de la ley"
134,2030,Mexico,"Según los mexicanos, uno de los principales inhibidores del futuro en México es la falta de esfuerzo conjunto entre la población"
135,2030,Mexico,"En el sector turismo, el futuro estará enfocado en generar experiencias únicas."
136,2030,Mexico,El cambio de perfil en los turistas del futuro (que los hará más responsables sociale y ambientalmente) permitirá al sector turismo desarrollar proyectos que permitan cuidar del entorno de una forma más integral
137,2030,Mexico,"El turismo transicionará hacia un concepto de atención integral que incorpora salud, integridad física, psicológica, económica y medioambiental de los visitantes"
138,2030,Mexico,El turismo transicionará hacia un concepto de atención integral que pondrá en el centro el bienestar de los prestadores de servicios y de las comunidades receptoras del turismo
139,2030,Mexico,El turismo religioso será un nicho de gran potencial en México.
140,2030,Mexico,Es posible que el turismo religioso siga teniendo como principal atracción a la Basílica de Guadalupe. 
141,2030,Mexico,"México tiene mucho que ofrecer en la siguiente década a los turistas religiosos: 84 catedrales; 196 iglesias, conventos y ex conventos con historia, museos religiosos y lugares de acontecimientos de mártires "
142,2030,Mexico,El potencial del turismo religioso en México deberá ser mejor aprovechado en el 2030.
143,2030,Mexico,"Debido al rápido avance de la tecnología, la transformación tendrá que ser una constante"
144,2030,Mexico,"Debido al rápido avance de la tecnología, la transformación tendrá que ser una filosofía de vida"
145,2030,Mexico,Seguirá una creciente secularización de la sociedad
146,2030,Mexico,Seguirá una creciente declinación de la religión
147,2030,Mexico,La religión tendrá una menor influencia en los horizontes valorativos y pragmáticos de las personas.
148,2030,Mexico,Las instituciones religiosas entrarán en un ciclo de debilitamiento
149,2030,Mexico,Las expresiones religiosas seguirán diversificándose
150,2030,Mexico,No se vislumbra una reconcentración del poder en la administración de los bienes simbólicos de salvación en pocas manos
151,2030,Mexico,"El fundamentalismo, su vertiente integrista, que busca generalizar a las sociedades el núcleo de sus creencias religiosas, no va a cesar en sus intentos de confesionalizar la vida pública"
152,2030,Mexico,El mercado religioso seguirá incorporando nuevos productos todos los días.
153,2030,Mexico,"La globalización estará en todos los órdenes de la vida social, y el religioso no estará exento de ese desarrollo."
154,2030,Mexico,La Iglesia católica continuará como la que concentra más adeptos
155,2030,Mexico,La diversificación religiosa mostrará un rostro de la democratización cultural de las sociedades
156,2030,Mexico,Los nostálgicos de una supuesta identidad religiosa monolítica no se sentirán cómodos en un ambiente de intensa competencia religiosa
157,2030,Mexico,La religiosidad se practicará cada vez más fuera o en los márgenes de las instituciones o religiones
158,2030,Mexico,"La moralidad católica dejará, en gran medida, de ser la fuente de la moral social."
159,2030,Mexico,"la moral sexual pasará a ser, completamente, una discusión sobre derechos sobre el cuerpo, la sexualidad , la reproducción y la forma de organizar la vida familiar"
160,2030,Mexico,"El descenso en creyentes, sin embargo, no significará la desaparición de las religiones"
161,2030,Mexico,"Incluso si los problemas del mundo se solventaran de forma milagrosa, y todos viviéramos vidas pacíficas en igualdad, la religión probablemente sobreviviría."
162,2030,Mexico,"Las personas que dirán no creer en un dios posiblemente seguirán mostrando tendencias supersticiosas, como la creencia en los fantasmas, el karma, la telapatía o la reencarnación."
163,2030,Mexico,"Los no creyentes seguirán dependeniendo de cosas que pueden ser interpretadas como sustitutos de la religión -equipos de deportes, yoga, instituciones profesionales, la Madre Naturaleza, etc.- como guías de sus valores"
164,2030,Mexico,La religión seguirá promoviendo la cohesión grupal
165,2030,Mexico,La religión seguirá promoviendo la cooperación
166,2030,Mexico,"Incluso si se pierde de vista a los dioses cristianos, musulmanes e hindúes, es muy probable que prevalezcan las supersticiones y el espiritualismo."
167,2030,Mexico,Es posible que el pesimismo con respecto al rumbo del país siga aumentando con las dificultades que vendrán en la siguiente década
168,2030,Mexico,En América Latina el Islam no crecerá con la misma velocidad que en otras partes del mundo (como Europa). 
169,2030,Mexico,Es posible que la población musulmana siga creciendo para el 2030 en el estado de Chiapas.
170,2030,Mexico,"Es posible que la población religiosa en México, y en el resto de América Latina, siga envejeciendo para el 2030"
171,2030,Mexico,México tendrá presencia internacional y estará entre el 20% de los mejor evaluados en participación política internacional según el Índice de Globalización.
172,2030,Mexico,El crimen organizado se apodera del territorio nacional y se paraliza la economía.
173,2030,Mexico,Políticos y empresarios están dispuestos a renunciar a sus privilegios. Esto genera que aumente la confianza ciudadana
174,2030,Mexico,"Hay algunas iniciativas para mejorar el Estado de derecho, pero hay una disminución desordenada de la ilegalidad, inseguridad e inequidad."
175,2030,Mexico,Algunos mexicoamericanos ocuparán cargos públicos de relevancia en ciertas áreas.
176,2030,Mexico,"Será un país muy activo en el sistema militar internacional de seguridad, para ser escuchado por otros actores internacionales de gran peso"
177,2030,Mexico,México sería potencia media con capacidad militar para defender al mundo y sus intereses.
178,2030,Mexico,"México será promotor de solución de conflictos e impulsor de temas prioritarios, en especial en el de seguridad"
179,2030,Mexico,Es conducida de manera estable por las normas democráticamente establecidas. Esto se ha logrado a través del fomento en la población de una cultura política democrática y de la legalidad
180,2030,Mexico,se reducirán significativamente las corrientes financieras y de armas ilícitas
181,2030,Mexico,Se pondrá fin a la utilización de niños soldados
182,2030,Mexico,"32,000 millones de pesos se irán al presupuesto para adquirir aeronaves para la Fuerza Aerea Mexicana"
183,2030,Mexico,"el crimen organizado estará “acotado”, mas no extinto."
184,2030,Mexico,"Habrá “instituciones compartidas”, las fuerzas armadas mexicanas intervendrán en conflictos internacionales por la “seguridad hemisférica” y se abandonará el concepto de “soberanía”."
185,2030,Mexico,México será gobernado por “mexicoamericanos” y se habrá “integrado” a América del Norte
186,2030,Mexico,Estados Unidos dictará las políticas públicas y habrá “instituciones compartidas.
187,2030,Mexico,"Al territorio mexicano (los estadunidenses) lo quieren usar para sus fines de construcción imperial, y en gran medida quieren a México como un territorio controlado, como fuente de petróleo y materias primas de todo tipo, pero también como fuente de soldados. "
188,2030,Mexico,"las tendencias de los gobiernos locales se orientan a un debilitamiento de la gobernanza urbana por falta de capacidades técnicas, organizativas, de información y sobre todo de recursos para enfrentar la acelerada urbanización."
189,2030,Mexico,"Las reptura de las alianzas estatales con los narcos están creando reacciones violentas, principalmente en la frontera"
190,2030,Mexico,Hay una tendencia creciente al respeto de la ley en México
191,2030,Mexico,"Al profesionalizarse y mejorar las administraciones municipales y al tenerse una participación ciudadana activa y permanente, se da continuidad a programas y proyectos de plazos mayores a los ciclos políticos."
192,2030,Mexico,"Dadas las condiciones favorables para la inversión privada, las ciudades establecen programas de largo plazo de reordenación territorial y mejoran los sistemas de transporte público, lo que disminuye el uso del automóvil."
193,2030,Mexico,"Es posible que se creen las condiciones políticas para un acuerdo de amplia base entre los sectores privado, público y social en México."
194,2030,Mexico,El país probablemente explorará nuevas vías y modelos de desarrollo económico.
195,2030,Mexico,México será capaz de proveer soluciones focalizadas a algunas de las brechas de productividad endémicas del país
196,2030,Mexico," Se redujo la informalidad mediante mejores políticas y el uso de la tecnología, incluyendo sistemas que disminuían las barreras para registrar una empresa, eliminaban la burocracia en el pago de impuestos y otros. "
197,2030,Mexico,"Será importante que se reintroduzcan los representantes de los trabajadores y consumidores en las juntas de administración, adoptando una renta básica vital que reemplazó al salario "
198,2030,Mexico,"Se puede mantener el hecho de que los cárteles de la droga se han apoderado efectivamente de grandes porciones de zonas rurales en partes de México y América Central, creando zonas donde los gobiernos son incapaces de hacer respetar la ley o de prestar servicios básicos."
199,2030,Mexico,"En la práctica, el gobierno dispondrá de pocas opciones más allá de institucionalizar el crimen organizado"
200,2030,Mexico," Hay distritos enteros donde el Estado está ausente o sometido a un conflicto permanente con las pandillas y los negocios criminales que han tomado el relevo para llenar un vacío dejado por el gobierno y que, hay que decirlo, operan prácticamente sin problemas e impunemente."
201,2030,Mexico,Durante la década de 2020 América Latina se podría movilizar para integrar la banca y los mercados de capital.
202,2030,Mexico,"Los gobiernos en toda la región han adoptado políticas a favor de la conservación y las comunidades locales reconocen la importancia de conservar sus bosques intactos porque éstos rinden beneficios sociales, ambientales y económicos."
203,2030,Mexico,"la delegación Benito Juárez reducirá aún más la pobreza existente allí, esto se debe en gran medida a las mejoras en los niveles educativos y a la mejora en la relación entre los géneros que se espera ocurran en el DF"
204,2030,Mexico,"ya no se puede hablar de regiones, sino tan sólo de delegaciones"
205,2030,Mexico,"México presentó un ambicioso compromiso ante la Convención Marco durante la COP21 en París, donde se llegó a un acuerdo sobre el clima mundial, para alcanzar un pico en las emisiones de GEI en 2026, y reducirlas en un 22% para 2030 y reducir el carbono negro en un 51% para el mismo año"
206,2030,Mexico,"Después de ser proactivo y asertivo en las negociaciones sobre el clima por más de una década, México se ha convertido también en un líder mundial que ha reducido sus emisiones de GEI, y que está en camino de alcanzar las metas de mitigación para 2020 y 2030."
207,2030,Mexico,"México ha incrementado el nivel de ambición de sus compromisos internacionales para 2018, con una indicación clara y transparente sobre la importancia del papel del apoyo internacional hacia el objetivo nacional para 2030 y más allá."
208,2030,Mexico,El país deberá guiar con el ejemplo y muestre una disminución en su tasa anual de crecimiento de GEI en los inventarios de emisiones que presenta ante la Convención Marco. Queremos que las experiencias de mitigación y cambio climático de México sean compartidas a nivel internacional
209,2030,Mexico,"Las ciudades deberían ser concebidas en términos de oportunidad puesto que, cuando funcionan adecuadamente, son motores de innovación y de creación de riqueza."
210,2030,Mexico,"En 2030, las ciudades de la región pueden jugar este rol si los gobiernos -en coordinación con el sector privado- impulsan las inversiones en la mejora de la infraestructura urbana y en tecnologías eficientes en recursos."
211,2030,Mexico,Esto puede contribuir a abrir las puertas al imperativo de larga data de que la región integre los elementos fundamentales necesarios para construir economías más basadas en el conocimiento.
212,2030,Mexico,"Invertir en las pequeñas y medianas empresas y en una fuerza laboral altamente capacitada será necesario, mejorando los vínculos entre la universidad y el sector privado e impulsando la integración de los países para generar sinergias regionales."
213,2030,Mexico,La geopolítica favorece una posición más destacada para América Latina en el mundo si puede llevar a cabo las reformas económicas necesarias.
214,2030,Mexico,El advenimiento de un mundo multipolar en la última década o dos ha inaugurado un nuevo capítulo en el desarrollo regional
215,2030,Mexico,"Desde una perspectiva negativa, los flujos transnacionales ilícitos constituyen una incertidumbre importante hasta 2030."
216,2030,Mexico,"Es probable que el comercio global ilegal de la droga siga siendo masivo, lo cual creará un grave problema para los gobiernos y los pueblos de la región."
217,2030,Mexico,La producción ilegal de drogas y las rutas de distribución cambian continuamente de un país a otro con el fin de adelantarse a las iniciativas de la lucha de los gobiernos contra la droga.
218,2030,Mexico,"Existe incertidumbre a propósito de si los gobiernos de la región pueden combatir con éxito los efectos corrosivos del tráfico de drogas, sobre todo la corrupción y la violencia que éste genera"
219,2030,Mexico,"Las fisuras geopolíticas seguirán modelando el sistema internacional, lo que incluye el carácter de la economía global."
220,2030,Mexico,"La geopolítica se soslayará con el poder económico, aunque el peso económico por sí solo no determinará la alineación geopolítica (resulta difícil concebir un mundo en que los estados miembro de la Unión Europea se convierten en rivales geopolíticos de Estados Unidos)"
221,2030,Mexico,"El mayor riesgo individual es una ruptura de las relaciones entre Estados Unidos y China y un aumento drástico de su rivalidad geopolítica. En ese escenario, China y Estados Unidos rivalizarían aún más en lo que concierne a los socios económicos y diplomáticos en las Américas y procurarían excluir o minimizar la influencia de la otra potencia."
222,2030,Mexico,"De la misma manera, los conflictos entre países en la región y la intervención militar del exterior, son poco probables en los próximos catorce años."
223,2030,Mexico,Tampoco es probable que el terrorismo figure como un problema sistémico
224,2030,Mexico,"Los países de América Latina tendrán que lidiar con otros problemas de seguridad global. Además de los efectos corrosivos del tráfico ilegal, los ciberdelitos constituyen una preocupación grave."
225,2030,Mexico,"Empoderada por el acceso a la información y con una mayor conectividad (acceso casi universal a Internet), las expectativas en auge de esta nueva clase media se podrían traducir en una demanda de mejores servicios (por ejemplo, mejor infraestructura urbana y atención en salud) y más rendición de cuentas y transparencia en
los gobiernos locales y nacionales"
226,2030,Mexico,La presión y el activismo de la nueva clase media podrían profundizar los procesos e instituciones democráticas.
227,2030,Mexico,"Mirando hacia 2030, se requieren inversiones sostenidas en diversos ámbitos -que incluyen pero que desde luego no se limitan al agua y el saneamiento- si las ciudades han de competir a nivel mundial."
228,2030,Mexico,"La gobernanza se moverá en una de dos direcciones hacia 2030. El escenario de Gobernanza al Alza imagina cómo las democracias fortalecidas en toda la región podrían aprobar reformas políticamente difíciles pero necesarias. Se centra en los beneficios económicos y sociales como consecuencia de una mayor transparencia del gobierno, instituciones más sólidas y un aumento de la rendición de cuentas social. Un mundo ilícito a flote, un escenario corolario, en cambio, imagina una erosión de la gobernanza. El crimen global y los cárteles de la droga estarán profundamente imbricados en la sociedad. La corrupción es persistente y el Estado de derecho debilitado reduce la capacidad del Estado y corroe las redes de protección social. La inseguridad obliga a la fuga de talentos, y la inversión externa directa disminuye"
229,2030,Mexico,"Los gastos en salud totales en la región aumentaron de USD490.000 millones (8% del PIB) en 2015 a casi USD880.000 millones anualmente (10% del PIB) hacia 2030,"
230,2030,Mexico,Una mayor participación de la clase media ha sido el factor individual más importante para deslegitimizar la idea de la violencia política como medio para alcanzar objetivos económicos y sociales
231,2030,Mexico,"En 2030, la abstención de los votantes ha disminuido significativamente por debajo del nivel de 2016, sobre todo como resultado del aumento de los votantes de la clase media."
232,2030,Mexico,"En 2030, los gobiernos se han volcado mucho más en la creación y la utilización de instrumentos de gobierno electrónico efectivo y eficiente."
233,2030,Mexico,"Un efecto derivado es que las tasas de economía informal también disminuyeron significativamente, de un promedio de 50,1% de la fuerza laboral en 2016 a 32,7% en 2030."
234,2030,Mexico,El sector privado demostró ser un socio clave. Las asociaciones público-privadas fueron cruciales para ampliar el acceso a las TICs.
235,2030,Mexico,"En 2030, se puede decir de verdad que la democracia en América Latina y el Caribe ha madurado."
236,2030,Mexico,40%-60% Disminución promedio de las tasas de homicidio en los países del Triángulo
237,2030,Mexico,"En 2030, la democracia en América Latina y el Caribe, en el mejor de los casos, se ha estancado y, en el peor, se está derrumbando."
